source,role,uid,url,date,orateur,texte
Séance plénière,rapporteur,CRSANR5L17S2025O1N083,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n083,lundi 27 janvier 2025,M. Thomas Cazenave,"Vous souhaitez durcir la sanction par la DGCCRF – direction générale de la concurrence, de la consommation et de la répression des fraudes –, en ajoutant la perte de la qualification à la perte de la certification. Le texte prévoit qu’un professionnel qui aurait contrevenu aux obligations afférentes perde, à titre temporaire ou définitif, la certification RGE. Vous proposez que l’entreprise ou l’artisan concerné perde aussi sa qualification – par exemple, le titre professionnel permettant d’exercer le métier de plombier ou d’électricien. Cela me semble disproportionné. Que l’on perde le label RGE faute d’en avoir respecté les attendus me semble normal et constitue d’ailleurs le cœur de la proposition de loi. En revanche, empêcher un artisan de continuer à travailler comme électricien ou plombier pour cette seule raison me semblerait excessif. C’est ainsi que je comprends votre amendement no 27, sur lequel j’émets donc un avis défavorable.Je partage la préoccupation dont procède l’amend"
Séance plénière,rapporteur,CRSANR5L17S2025O1N083,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n083,lundi 27 janvier 2025,M. Thomas Cazenave,"L’amendement n’ayant pas de lien évident avec l’objet de la proposition de loi contre toutes les fraudes aux aides publiques, j’émets un avis défavorable."
Séance plénière,rapporteur,CRSANR5L17S2025O1N083,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n083,lundi 27 janvier 2025,M. Thomas Cazenave,Avis défavorable.
Séance plénière,rapporteur,CRSANR5L17S2025O1N083,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n083,lundi 27 janvier 2025,M. Thomas Cazenave,"Avis défavorable, parce que c’est le rôle de l’Agence nationale de l’habitat (Anah) que de sanctionner les accompagnateurs France Rénov’ qui ne seraient pas vertueux. Cela relève déjà de sa responsabilité, de son pouvoir, et je crois qu’elle n’hésite pas à sanctionner celles et ceux qui ne respectent pas les règles. Votre amendement est donc d’une certaine manière satisfait, même si c’est l’Anah, et non la DGCCRF, qui joue ce rôle."
Séance plénière,rapporteur,CRSANR5L17S2025O1N083,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n083,lundi 27 janvier 2025,M. Thomas Cazenave,Vous ne voulez pas la voter !
Séance plénière,rapporteur,CRSANR5L17S2025O1N083,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n083,lundi 27 janvier 2025,M. Thomas Cazenave,"Il vise à permettre l’accès à l’observatoire des diagnostics de performance énergétique (DPE), qui est géré par l’Agence de la transition écologique (Ademe), aux organismes chargés de la certification des compétences des diagnostiqueurs immobiliers ainsi qu’aux services chargés de la répression des fraudes."
Séance plénière,rapporteur,CRSANR5L17S2025O1N083,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n083,lundi 27 janvier 2025,M. Thomas Cazenave,"Il vise à mieux encadrer l’activité des mandataires et notamment à autoriser la publication des noms de ceux qui n’auraient pas respecté les règles et qui auraient été sanctionnés, afin de fiabiliser leur action. Il est très proche de celui de Mme Batho, dont je dois dire qu’il est mieux rédigé que le mien ; je propose donc de retirer le mien au profit du sien."
Séance plénière,rapporteur,CRSANR5L17S2025O1N083,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n083,lundi 27 janvier 2025,M. Thomas Cazenave,"Je suis favorable à l’amendement no 33 et au sous-amendement no 82, et je demande le retrait des amendements nos 20 et 21."
Séance plénière,rapporteur,CRSANR5L17S2025O1N083,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n083,lundi 27 janvier 2025,M. Thomas Cazenave,"C’est précisément le rôle des accompagnateurs France Rénov’ que d’accompagner les ménages dans leurs travaux de rénovation énergétique et de les conseiller sur les prix pratiqués. Eux-mêmes peuvent s’appuyer sur les données dont dispose l’Anah : tout est déjà en place pour protéger les usagers et tous ceux qui voudront, à l’avenir, faire rénover leur logement. Avis défavorable, parce que le dispositif actuel me semble déjà satisfaire l’objectif que vous visez."
Séance plénière,rapporteur,CRSANR5L17S2025O1N083,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n083,lundi 27 janvier 2025,M. Thomas Cazenave,Favorable.
Séance plénière,rapporteur,CRSANR5L17S2025O1N083,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n083,lundi 27 janvier 2025,M. Thomas Cazenave,"Depuis le début de l’examen de la proposition de loi, nous avons veillé très attentivement à ne jamais créer de nouveaux fichiers mais à favoriser l’échange d’informations. En effet, la création d’un fichier pose certaines difficultés eu égard au règlement général sur la protection des données (RGPD) et au contrôle exercé par la Commission nationale de l’informatique et des libertés (Cnil).D’autre part, vous proposez que l’Anah soit l’organisme collecteur. Or elle ne possède pas toute l’information. Par exemple, les informations relatives aux CEE transitent par le pôle national des certificats d’économie d’énergie (PNCEE). La plateforme que vous appelez de vos vœux serait très lourde à installer et ne procurerait pas de gain immédiat.L’article 2, que nous venons de voter, crée un cadre qui permettra aux administrations d’échanger massivement des informations afin de mieux lutter contre la fraude. Il permettra selon moi d’atteindre l’objectif que vous visez, et que je partage. J’émets d"
Séance plénière,rapporteur,CRSANR5L17S2025O1N083,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n083,lundi 27 janvier 2025,M. Thomas Cazenave,Favorable.
Séance plénière,rapporteur,CRSANR5L17S2025O1N083,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n083,lundi 27 janvier 2025,M. Thomas Cazenave,C’est ce que je dis !
Séance plénière,rapporteur,CRSANR5L17S2025O1N083,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n083,lundi 27 janvier 2025,M. Thomas Cazenave,"Pourquoi cet amendement ? Il ne vise ni à répondre à un problème ni à en créer un. Il cherche simplement à corriger le dispositif issu d’un amendement de M. Jean-Pierre Vigier, adopté par la commission des affaires économiques, ayant pour objet d’exclure toutes les entreprises de distribution, qui ne peuvent être RGE – le label étant réservé aux artisans de la construction et de la rénovation –, du marché de la rénovation énergétique. Or, parmi elles, de grandes enseignes qui ont été citées amènent aujourd’hui des marchés de rénovation à des artisans jusqu’au dernier kilomètre.Je le dis ici : je ne défends rien en matière de lutte contre la fraude aux aides publiques, car il n’y a pas de fraude !"
Séance plénière,rapporteur,CRSANR5L17S2025O1N083,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n083,lundi 27 janvier 2025,M. Thomas Cazenave,"Quand vous interrogez les services de l’État, il n’y a pas de dossier avec les grands distributeurs connus. Le sujet lancé en commission des affaires économiques n’a donc rien à voir avec la fraude : il concerne les relations commerciales entre des distributeurs et des sous-traitants."
Séance plénière,rapporteur,CRSANR5L17S2025O1N083,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n083,lundi 27 janvier 2025,M. Thomas Cazenave,"Le seul objet de mon amendement est d’affirmer que la question de la relation commerciale ne relève pas de la proposition de loi dont nous débattons.Ainsi que cela a été dit, y compris par Mme Batho, il n’y a pas d’évaluation de l’impact de l’amendement Vigier, qui va pourtant toucher toutes les enseignes connues – Leroy Merlin, Bricorama, Castorama, Point P, Saint-Gobain – qui maillent notre territoire, font vivre des milliers d’artisans et réalisent des milliers de chantiers.Alors que nous nous sommes interrogés durant les débats budgétaires sur les raisons pour lesquelles nous ne sommes pas parvenus à massifier la rénovation énergétique, puisque tous les crédits de MaPrimeRénov’ n’ont pas été consommés, il serait paradoxal de chercher à régler dans cette proposition de loi un conflit de répartition de la valeur entre artisans et distributeurs.Monsieur de Lépinau, il faut donc aller au bout du geste et voter mon amendement de suppression ! Nous sommes en train de légiférer sans aucun"
Séance plénière,rapporteur,CRSANR5L17S2025O1N083,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n083,lundi 27 janvier 2025,M. Thomas Cazenave,"En revanche, je ne propose pas de revenir sur l’autre disposition de l’article, également adoptée en commission à l’initiative de M. Vigier, qui prévoit de limiter à deux rangs le niveau de sous-traitance. Je souhaite que cette mesure soit conservée.Si l’article est voté en l’état, je maintiens que nous serons confrontés à un problème de maillage territorial qui rendra plus difficile de réussir le pari de la rénovation énergétique."
Séance plénière,rapporteur,CRSANR5L17S2025O1N083,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n083,lundi 27 janvier 2025,M. Thomas Cazenave,"J’aimerais donner un dernier argument pour dire quelle est ma conviction. On a souvent donné une vision binaire de la réalité : les artisans seraient sous la coupe des distributeurs et, en adoptant cet article, nous les libérerions.Or les artisans ont le choix. Si 1 500 d’entre eux travaillent avec une grande plateforme, c’est peut-être parce qu’ils y trouvent des avantages, comme le fait de ne pas avoir besoin de recruter des commerciaux. D’un autre côté, de nombreux artisans choisissent de ne pas travailler avec ce type d’intermédiaire.L’article 3 ter, introduit par l’amendement adopté en commission, risque d’entraîner tout simplement un rétrécissement de la taille du marché."
Séance plénière,rapporteur,CRSANR5L17S2025O1N083,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n083,lundi 27 janvier 2025,M. Thomas Cazenave,"Dans le dispositif actuel, un artisan est parfaitement libre de mener un chantier de rénovation – c’est d’ailleurs la décision que prennent nombre d’entre eux –, mais il peut aussi le refuser. Les deux possibilités existent, il n’est pas question de se priver de l’une d’entre elles.Adopter cet article en l’état, c’est fermer un pan entier du marché, celui qui permet de capter les consommateurs qui, après avoir passé la porte d’un grand distributeur, décident d’engager des travaux de rénovation. (Applaudissements sur quelques bancs du groupe EPR.)"
Séance plénière,rapporteur,CRSANR5L17S2025O1N083,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n083,lundi 27 janvier 2025,M. Thomas Cazenave,"Je demande le retrait de cet amendement, faute de quoi mon avis sera défavorable.En effet, suivant la logique propre aux CEE, leurs demandeurs, que l’on dit obligés, sont toujours responsables des contrôles en dernière analyse. Cet amendement créerait une autre chaîne de responsabilité et déséquilibrerait ainsi tout le système en vigueur, qui fait reposer sur les demandeurs la lourde exigence de s’assurer que les contrôles sont bien effectués.En outre, l’amendement présente un problème de forme, puisqu’il vise à insérer dans la loi une disposition de nature réglementaire."
Séance plénière,rapporteur,CRSANR5L17S2025O1N083,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n083,lundi 27 janvier 2025,M. Thomas Cazenave,"Il vise à obliger les demandeurs de CEE à signaler au PNCEE les entreprises qui ne respectent pas la réglementation, toujours afin de resserrer les mailles de notre filet."
Séance plénière,rapporteur,CRSANR5L17S2025O1N083,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n083,lundi 27 janvier 2025,M. Thomas Cazenave,"Il s’agit encore de renforcer le dispositif de sanction qui s’applique aux fraudeurs. Si quelqu’un demande des CEE pour une surface de 200 mètres carrés alors que les mesures d’économie d’énergie qu’il entend prendre ne concernent qu’une surface de 100 mètres carrés, l’État ne peut récupérer que les certificats attribués pour les 100 mètres carrés de trop. Nous souhaitons récupérer l’ensemble des certificats accordés : aucune raison ne justifie qu’un fraudeur bénéficie d’un soutien public."
Séance plénière,rapporteur,CRSANR5L17S2025O1N083,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n083,lundi 27 janvier 2025,M. Thomas Cazenave,"Une partie des CEE sert à financer l’acquisition de véhicules électriques. Cet amendement vise à ouvrir au PNCEE l’accès au système d’immatriculation des véhicules. Cela peut paraître idiot, mais mieux vaut s’assurer que les CEE financent l’achat de véhicules qui existent réellement."
Séance plénière,rapporteur,CRSANR5L17S2025O1N083,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n083,lundi 27 janvier 2025,M. Thomas Cazenave,"J’émettrai un avis favorable à l’amendement no 12 complété par mes deux sous-amendements. L’un est rédactionnel, l’autre permet d’élargir un peu le dispositif pour atteindre pleinement l’objectif, donc d’utiliser tous les moyens, notamment numériques, pour mieux lutter contre la fraude dans le domaine des certificats d’économies d’énergie."
Séance plénière,rapporteur,CRSANR5L17S2025O1N083,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n083,lundi 27 janvier 2025,M. Thomas Cazenave,"Vous soulevez la question des moyens, mais je pense que les équipes du PNCEE seraient mieux employées à faire des contrôles qu’à rédiger des rapports. Avis défavorable."
Séance plénière,rapporteur,CRSANR5L17S2025O1N083,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n083,lundi 27 janvier 2025,M. Thomas Cazenave,Oh !
Séance plénière,rapporteur,CRSANR5L17S2025O1N083,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n083,lundi 27 janvier 2025,M. Thomas Cazenave,Ils sont passés de la motion de rejet à l’abstention !
Séance plénière,rapporteur,CRSANR5L17S2025O1N083,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n083,lundi 27 janvier 2025,M. Thomas Cazenave,Très bien !
Séance plénière,Intervenant,CRSANR5L17S2025O1N133,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n133,mardi 18 mars 2025,M. Thomas Cazenave,"Ma question, à laquelle j’associe mes collègues mobilisés de façon constante aux côtés de la viticulture dans leurs territoires, s’adresse à M. le ministre chargé du commerce extérieur et des Français de l’étranger. Dans la folie trumpienne qui s’abat sur le monde, chaque jour apporte son lot de nouvelles provocations et de nouvelles menaces. Aujourd’hui, ce sont les vins, les champagnes et les spiritueux français qui se retrouvent avec une cible au milieu du front en raison du projet d’augmenter de 200 % des droits de douane.S’attaquer à notre viticulture, c’est menacer près de 500 000 emplois, mais aussi la première filière agricole à l’export, ainsi qu’un savoir-faire admiré et imité dans le monde entier. (Applaudissements sur les bancs du groupe EPR et sur quelques bancs du groupe Dem.) S’attaquer à notre viticulture, c’est menacer nos paysages, façonnés par des générations de vignerons. En définitive, c’est menacer tous nos territoires : le Bordelais, la Bourgogne, l’Alsace, le La"
Séance plénière,Intervenant,CRSANR5L17S2025O1N133,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n133,mardi 18 mars 2025,M. Thomas Cazenave,"…sans oublier le Jurançon. (Se tournant vers l’orateur, M. le premier ministre tend le pouce vers le haut. – Applaudissements sur les bancs du groupe EPR.) Je salue celles et ceux qui, au quotidien, se battent pour la défendre – cet engagement est d’ailleurs largement partagé sur ces bancs.Les gouvernements successifs ont répondu présents face aux difficultés récentes de la filière : ils ont lancé un plan d’arrachage, apporté un soutien aux exploitations en difficulté, décidé d’aides exceptionnelles face au mildiou, défendu nos appellations. Mais cette fois, il ne s’agit pas seulement d’une hausse de droits de douane mais de la volonté de fermer purement et simplement le marché américain, crucial pour la filière. Il est impératif que la France, aux côtés de ses partenaires européens, parle d’une seule voix pour protéger ses intérêts.Quelles démarches la France a-t-elle engagées, tant au niveau européen qu’auprès des autorités américaines, pour prévenir la hausse des droits de douane et"
Séance plénière,Intervenant,CRSANR5L17S2025O1N015,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n015,jeudi 24 octobre 2024,M. Thomas Cazenave,"L’argumentation du président Coquerel pèche en deux points. Premièrement, il soutient que le Cisap ne fonctionne pas, au motif qu’il coûte 6 milliards d’euros. Comme si en face de cette dépense, aucun service n’était fourni et aucun emploi n’était créé ! (Applaudissements sur les bancs du groupe EPR.)Deuxièmement – et pire encore –, M. Coquerel a prétendu que les bénéficiaires de ce dispositif n’y avaient recours que pour baisser leur impôt. Comme si des gens en payaient d’autres à faire des trous puis à les reboucher ! (Mêmes mouvements.)Ces propos sont complètement aberrants ! Le Cisap crée de l’activité économique et des emplois ! (Mêmes mouvements.)"
Séance plénière,Intervenant,CRSANR5L17S2025O1N015,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n015,jeudi 24 octobre 2024,M. Thomas Cazenave,"Je soutiendrai ces trois amendements – j’inclus l’amendement no 3477 –, qui entendent à la fois adapter notre fiscalité aux nouvelles configurations familiales et accroître la progressivité de l’impôt sur les transmissions. Ils proposent une réforme progressive qui n’alourdit pas la fiscalité, comme quoi on peut réformer sans augmenter les impôts."
Séance plénière,rapporteur de la commission mixte paritaire,CRSANR5L17S2025O1N191,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n191,mercredi 14 mai 2025,M. Thomas Cazenave,"Nous arrivons aujourd’hui à l’aboutissement d’un travail parlementaire intense, riche et utile, guidé par deux grandes ambitions : lutter contre toutes les fraudes aux aides publiques et mettre fin aux abus du démarchage téléphonique."
Séance plénière,rapporteur,CRSANR5L17S2025O1N191,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n191,mercredi 14 mai 2025,M. Thomas Cazenave,"Les fraudes aux aides publiques représentent un montant estimé à environ 1,6 milliard d’euros chaque année. Avec ce texte, nous nous dotons d’un arsenal législatif renforcé pour lutter contre le phénomène.Cette proposition de loi a été largement enrichie au cours des débats parlementaires, puisqu’elle est passée de quatre à trente-sept articles. Elle a été adoptée sans opposition à l’Assemblée nationale comme au Sénat. Certains points ont ensuite été travaillés de nouveau en commission mixte paritaire (CMP) afin de parvenir à un compromis.Je veux d’abord saluer très sincèrement l’esprit de responsabilité et de coopération qui a animé nos travaux. Loin des postures, nous avons travaillé ensemble pour aboutir à un compromis exigeant.Le présent texte est le fruit d’un travail partagé entre les deux chambres, construit grâce aux apports de l’ensemble des bancs, guidés par une volonté commune : protéger nos finances publiques, garantir le bon usage des deniers publics, lutter contre le déma"
Séance plénière,rapporteur,CRSANR5L17S2025O1N191,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n191,mercredi 14 mai 2025,M. Thomas Cazenave,"Grâce au travail parlementaire, ce texte couvre désormais quasiment tous les champs des aides publiques. Il s’attaque à l’écodélinquance, aux fraudes dans le domaine de l’emploi, de la formation professionnelle et de l’apprentissage, à celles relatives au compte personnel de formation (CPF) ou encore aux fraudes aux compteurs électriques.L’objectif visé peut se résumer ainsi : une république qui aide et qui protège est indissociable d’une république intransigeante avec ceux qui essaient de la défier.Ce texte est le fruit d’un travail approfondi qui a mobilisé les services de l’Assemblée nationale et des différents ministères depuis le mois d’octobre. Je leur adresse mes sincères remerciements.Je vous invite donc à l’adopter. (Applaudissements sur les bancs du groupe EPR.)"
Séance plénière,rapporteur,CRSANR5L17S2025O1N191,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n191,mercredi 14 mai 2025,M. Thomas Cazenave,C’est faux !
Séance plénière,rapporteur,CRSANR5L17S2025O1N191,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n191,mercredi 14 mai 2025,M. Thomas Cazenave,"Avis favorable.J’en profite pour répondre à deux demandes d’éclaircissement : ceux de Claire Lejeune et de Marie-Noëlle Battistel.Madame Lejeune, comme l’a indiqué Mme la ministre, le texte ne change rien au régime du RSA. En cas de fraude, les présidents de conseils départementaux peuvent déjà suspendre le versement du RSA, et ils le font."
Séance plénière,rapporteur,CRSANR5L17S2025O1N191,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n191,mercredi 14 mai 2025,M. Thomas Cazenave,"Il serait donc dommage que vous vous absteniez sur le texte pour cette raison.Madame Battistel, s’agissant du démarchage téléphonique, nous avons repris intégralement le travail du groupe Démocrate, celui de Pascal Lecamp et de Louise Morel. (Applaudissements sur quelques bancs du groupe Dem.) Vous avez plaidé, avec d’autres députés – y compris ceux de mon groupe et du groupe Droite républicaine –, en faveur d’une exception alimentaire. Aux termes de l’accord trouvé en CMP, la date de mise en œuvre du dispositif est décalée du 1er janvier au 11 août 2026, afin de laisser aux entreprises davantage de temps pour s’adapter. (M. Pascal Lecamp applaudit.)"
Séance plénière,Intervenant,CRSANR5L17S2025O1N031,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n031,jeudi 31 octobre 2024,M. Thomas Cazenave,C’est bon !
Séance plénière,rapporteur du comité d’évaluation et de contrôle des politiques publiques,CRSANR5L17S2025O1N053,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n053,mercredi 27 novembre 2024,M. Thomas Cazenave,"Briser les déterminismes, garantir l’égalité des chances, accompagner les aspirations de notre jeunesse, permettre à chacun de réaliser son potentiel, former aux métiers de demain : la politique publique de l’orientation est essentielle, comme nous devons le reconnaître pour bien la conduire. Les travaux que nous avons menés avec Hendrik Davi entre novembre 2022 et décembre 2023 nous ont amenés à dresser un constat sévère, celui d’un immense gâchis collectif.En effet, près d’un tiers des élèves n’est pas accompagné dans le processus d’orientation. Parmi les lycéens, 83 % sont angoissés au moment de formuler les vœux sur Parcoursup. La moitié des étudiants inscrits en L1 n’obtiennent pas leur licence au bout de trois ou quatre ans. Le processus d’orientation ne parvient pas à briser les inégalités sociales : dans les établissements défavorisés, 54 % des élèves font leurs choix seuls sur Parcoursup. Un constat similaire doit être dressé à propos des inégalités de genre : le nombre de fem"
Séance plénière,Intervenant,CRSANR5L17S2026O1N022,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2026o1n022,jeudi 30 octobre 2025,M. Thomas Cazenave,"Mme Le Pen, tout à l’heure, a placé le débat sur la question de l’efficacité, disant, à propos de cette proposition de loi, que « les policiers l’attendent ». Mais l’ensemble de ce texte repose sur un énorme mensonge ! Les policiers et les magistrats ne l’attendent pas : ils l’ont déjà essayé ! Un seul chiffre suffit à le démontrer : en 2009, sur 100 000 mises en cause pour séjour irrégulier, seules 597 condamnations ont été prononcées, soit moins de 1 %. Le résultat sera nul, madame Le Pen : vous allez emboliser le système et saper le travail des policiers et des magistrats, qui ont bien d’autres priorités. C’est une farce ! (Applaudissements sur les bancs du groupe EPR.)"
Séance plénière,Intervenant,CRSANR5L17S2026O1N022,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2026o1n022,jeudi 30 octobre 2025,M. Thomas Cazenave,"Par un joli coup de communication, vous faites croire aux Français que vous allez résoudre leurs problèmes, mais – nous avons été très nombreux à le dire depuis le début de la discussion – il n’y a aucun résultat à attendre de ce que vous proposez. C’est la raison pour laquelle nous voterons ces amendements de suppression. (Applaudissements sur les bancs des groupes EPR et Dem et sur quelques bancs des groupes SOC et EcoS.)"
Séance plénière,Intervenant,CRSANR5L17S2025O1N010,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n010,mardi 22 octobre 2024,M. Thomas Cazenave,Mais c’est vrai !
Séance plénière,Intervenant,CRSANR5L17S2025O1N010,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n010,mardi 22 octobre 2024,M. Thomas Cazenave,Tout à fait !
Séance plénière,Intervenant,CRSANR5L17S2025O1N219,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n219,mercredi 28 mai 2025,M. Thomas Cazenave,Très bien !
Séance plénière,Intervenant,CRSANR5L17S2025O1N047,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n047,mardi 19 novembre 2024,M. Thomas Cazenave,"C’est ça, l’énarchie !"
